Epoch Azimuth[deg] Elevation[deg] Range[m]
2024-04-08T23:47:56.20000000001164Z 19.009427255391962 47.277341148297985 917275.8633550473
2024-04-08T23:47:56.30000000000291Z 19.016389246579244 47.31465706871131 916813.4461965336
2024-04-08T23:47:56.40000000000873Z 19.023367355795074 47.35200714920817 916351.3595078436
2024-04-08T23:47:56.500Z 19.03036164505666 47.38939141357454 915889.6038057108
2024-04-08T23:47:56.60000000000582Z 19.0373721736444 47.426809887816695 915428.1795949411
2024-04-08T23:47:56.70000000001164Z 19.04439900059547 47.464262596161674 914967.0873886292
2024-04-08T23:47:56.80000000000291Z 19.051442189310883 47.50174956377713 914506.3276939794
2024-04-08T23:47:56.90000000000873Z 19.058501792393326 47.53927081653362 914045.9010096064
2024-04-08T23:47:57.000Z 19.065577873656235 47.57682637901591 913585.8078516955
2024-04-08T23:47:57.10000000000582Z 19.072670493701857 47.61441627646593 913126.048730276
2024-04-08T23:47:57.20000000001164Z 19.079779713127984 47.65204053328998 912666.624153902
2024-04-08T23:47:57.30000000000291Z 19.08690559652452 47.68969917324641 912207.5346466026
2024-04-08T23:47:57.40000000000873Z 19.094048198346655 47.72739222333119 911748.7807006844
2024-04-08T23:47:57.500Z 19.101207583749876 47.76511970735546 911290.3628335996
2024-04-08T23:47:57.60000000000582Z 19.108383814526533 47.80288164914261 910832.2815644293
2024-04-08T23:47:57.70000000001164Z 19.115576953290418 47.840678074530885 910374.5374031512
2024-04-08T23:47:57.80000000000291Z 19.122787066042765 47.87850900665371 909917.1308750364
2024-04-08T23:47:57.90000000000873Z 19.1300142083208 47.91637447077132 909460.0624756902
2024-04-08T23:47:58.000Z 19.137258447176066 47.95427449148273 909003.3327336062
2024-04-08T23:47:58.10000000000582Z 19.144519845944885 47.99220909245776 908546.9421614187
2024-04-08T23:47:58.20000000001164Z 19.151798468575066 48.0301782984208 908090.8912781372
2024-04-08T23:47:58.30000000000291Z 19.15909438285876 48.068182132807344 907635.1806104424
2024-04-08T23:47:58.40000000000873Z 19.166407645950475 48.10622062104778 907179.810659066
2024-04-08T23:47:58.500Z 19.173738326150726 48.14429378613105 906724.7819499744
2024-04-08T23:47:58.60000000000582Z 19.181086488639217 48.18240165218834 906270.0950049113
2024-04-08T23:47:58.70000000001164Z 19.18845219888151 48.220544243460914 905815.7503460619
2024-04-08T23:47:58.80000000000291Z 19.195835526301916 48.25872158304365 905361.7484975734
2024-04-08T23:47:58.90000000000873Z 19.203236529478605 48.296933695387544 904908.0899674032
2024-04-08T23:47:59.000Z 19.2106552788654 48.33518060507484 904454.7752865781
2024-04-08T23:47:59.10000000000582Z 19.218091840651358 48.373462333639566 904001.8049800692
2024-04-08T23:47:59.20000000001164Z 19.225546282332687 48.41177890626382 903549.1795657288
2024-04-08T23:47:59.30000000000291Z 19.23301867489317 48.45013034520334 903096.8995824495
2024-04-08T23:47:59.40000000000873Z 19.24050907854638 48.48851667490297 902644.9655336234
2024-04-08T23:47:59.500Z 19.248017565252407 48.52693791860846 902193.3779555921
2024-04-08T23:47:59.60000000000582Z 19.255544203507373 48.565394099758095 901742.1373727353
2024-04-08T23:47:59.70000000001164Z 19.263089061714428 48.603885240435005 901291.2443137047
2024-04-08T23:47:59.80000000000291Z 19.270652213227837 48.6424113647965 900840.6993167768
2024-04-08T23:47:59.90000000000873Z 19.278233719556937 48.68097249546385 900390.5028868441
2024-04-08T23:48:00.000Z 19.28583365467043 48.719568656295436 899940.6555652665
2024-04-08T23:48:00.10000000000582Z 19.293452088357153 48.758199868904725 899491.1578814883
2024-04-08T23:48:00.20000000001164Z 19.301089091486695 48.79686615726231 899042.0103656536
2024-04-08T23:48:00.30000000000291Z 19.30874473846926 48.835567542722124 898593.2135572289
2024-04-08T23:48:00.40000000000873Z 19.316419093179636 48.874304049812224 898144.7679681577
2024-04-08T23:48:00.500Z 19.324112230698923 48.91307569939556 897696.6741393228
2024-04-08T23:48:00.60000000000582Z 19.331824223268573 48.95188251515442 897248.93260706
2024-04-08T23:48:00.70000000001164Z 19.339555143059485 48.990724518882125 896801.5439009578
2024-04-08T23:48:00.80000000000291Z 19.34730506687523 49.0296017333295 896354.5085637793
2024-04-08T23:48:00.90000000000873Z 19.355074059729755 49.06851418052475 895907.8271162676
2024-04-08T23:48:01.000Z 19.362862199177975 49.107461883058996 895461.5001006213
2024-04-08T23:48:01.10000000000582Z 19.370669559089748 49.146444863231615 895015.5280489608
2024-04-08T23:48:01.20000000001164Z 19.37849621339241 49.185463142282124 894569.9115033494
2024-04-08T23:48:01.30000000000291Z 19.386342240715955 49.22451674222897 894124.6510078659
2024-04-08T23:48:01.40000000000873Z 19.39420770818128 49.26360568551306 893679.7470809665
2024-04-08T23:48:01.500Z 19.402092695240086 49.30272999432692 893235.2002697913
2024-04-08T23:48:01.60000000000582Z 19.409997277285584 49.341889689245335 892791.0111171358
2024-04-08T23:48:01.70000000001164Z 19.41792153093253 49.381084793556035 892347.1801571364
2024-04-08T23:48:01.80000000000291Z 19.425865535863846 49.42031532572696 891903.7079426242
2024-04-08T23:48:01.90000000000873Z 19.433829361871087 49.45958131060226 891460.5949989174
2024-04-08T23:48:02.000Z 19.441813089960053 49.49888276829409 891017.8418708392
2024-04-08T23:48:02.10000000000582Z 19.44981679778534 49.53821971994064 890575.4491061929
2024-04-08T23:48:02.20000000001164Z 19.45784056345411 49.57759218675878 890133.4172422392
2024-04-08T23:48:02.30000000000291Z 19.46588446948817 49.617000189590975 889691.746838698
2024-04-08T23:48:02.40000000000873Z 19.473948586867117 49.656443750038754 889250.438414865
2024-04-08T23:48:02.500Z 19.482032999048602 49.69592288927356 888809.4925297843
2024-04-08T23:48:02.60000000000582Z 19.490137785632555 49.73543762766278 888368.90972142
2024-04-08T23:48:02.70000000001164Z 19.49826302692866 49.774987986305135 887928.6905451791
2024-04-08T23:48:02.80000000000291Z 19.50640880714058 49.81457398444507 887488.8355507258
2024-04-08T23:48:02.90000000000873Z 19.51457519980015 49.85419564490243 887049.3452699254
2024-04-08T23:48:03.000Z 19.52276229007563 49.89385298689186 886610.2202594433
2024-04-08T23:48:03.10000000000582Z 19.530970159882305 49.933546031166706 886171.4610640329
2024-04-08T23:48:03.20000000001164Z 19.539198891556964 49.973274798037956 885733.0682385053
2024-04-08T23:48:03.30000000000291Z 19.547448571699718 50.01303930694467 885295.0423394438
2024-04-08T23:48:03.40000000000873Z 19.555719275659055 50.0528395794288 884857.3838981165
2024-04-08T23:48:03.500Z 19.56401109099124 50.09267563490303 884420.0934743024
2024-04-08T23:48:03.60000000000582Z 19.572324101632837 50.132547492976 883983.1716233448
2024-04-08T23:48:03.70000000001164Z 19.580658392324914 50.17245517433485 883546.6188920329
2024-04-08T23:48:03.80000000000291Z 19.5890140515059 50.21239869659437 883110.4358455876
2024-04-08T23:48:03.90000000000873Z 19.597391157077965 50.25237808199864 882674.6230203533
2024-04-08T23:48:04.000Z 19.605789798676764 50.29239334897821 882239.1809791179
2024-04-08T23:48:04.10000000000582Z 19.614210062689665 50.33244451733138 881804.1102748155
2024-04-08T23:48:04.20000000001164Z 19.622652035954044 50.37253160658344 881369.4114647704
2024-04-08T23:48:04.30000000000291Z 19.63111580921319 50.412654633848405 880935.0851117445
2024-04-08T23:48:04.40000000000873Z 19.639601462627827 50.452813621068934 880501.1317570019
2024-04-08T23:48:04.500Z 19.64810908822371 50.49300858616207 880067.5519646676
2024-04-08T23:48:04.60000000000582Z 19.65663877478119 50.53323954877623 879634.3462961756
2024-04-08T23:48:04.70000000001164Z 19.66519061098645 50.57350652623752 879201.5153064696
2024-04-08T23:48:04.80000000000291Z 19.673764690817116 50.613809538027716 878769.0595632001
2024-04-08T23:48:04.90000000000873Z 19.682361096198754 50.65414860355188 878336.9796108302
2024-04-08T23:48:05.000Z 19.690979921636817 50.69452374073612 877905.2760163661
2024-04-08T23:48:05.10000000000582Z 19.69962125839962 50.73493496870091 877473.9493426447
2024-04-08T23:48:05.20000000001164Z 19.70828519768058 50.77538230459043 877043.0001512824
2024-04-08T23:48:05.30000000000291Z 19.71697183564792 50.81586576652053 876612.4290111238
2024-04-08T23:48:05.40000000000873Z 19.72568125698297 50.856385374571914 876182.2364678852
2024-04-08T23:48:05.500Z 19.734413558320746 50.896941144765556 875752.423095319
2024-04-08T23:48:05.60000000000582Z 19.743168833481707 50.93753309604192 875322.9894574151
2024-04-08T23:48:05.70000000001164Z 19.751947176579204 50.97816124637323 874893.9361170224
2024-04-08T23:48:05.80000000000291Z 19.760748685904932 51.01882561178862 874465.2636497081
2024-04-08T23:48:05.90000000000873Z 19.769573448637995 51.059526212018305 874036.9726041702
2024-04-08T23:48:06.000Z 19.778421564306853 51.100263063556596 873609.0635535548
2024-04-08T23:48:06.10000000000582Z 19.787293128945407 51.14103618341739 873181.5370649971
2024-04-08T23:48:06.20000000001164Z 19.796188239440294 51.18184558989726 872754.3937095948
2024-04-08T23:48:06.30000000000291Z 19.805106996812395 51.22269129862575 872327.634058794
2024-04-08T23:48:06.40000000000873Z 19.814049490522365 51.263573327750386 871901.2586697836
2024-04-08T23:48:06.500Z 19.82301582315423 51.30449169458291 871475.2681168243
2024-04-08T23:48:06.60000000000582Z 19.83200609319236 51.34544641488363 871049.6629700413
2024-04-08T23:48:06.70000000001164Z 19.841020400035944 51.386437505686445 870624.4438018193
2024-04-08T23:48:06.80000000000291Z 19.850058847819202 51.427464983429424 870199.6111918606
2024-04-08T23:48:06.90000000000873Z 19.859121528606856 51.46852886552241 869775.1656914199
2024-04-08T23:48:07.000Z 19.868208547298703 51.50962916713731 869351.107886729
2024-04-08T23:48:07.10000000000582Z 19.877320005398722 51.55076590431127 868927.4383490871
2024-04-08T23:48:07.20000000001164Z 19.88645600531064 51.591939094368605 868504.1576466152
2024-04-08T23:48:07.30000000000291Z 19.895616653603103 51.633148751761496 868081.2663691803
2024-04-08T23:48:07.40000000000873Z 19.90480204536272 51.674394894182285 867658.7650728256
2024-04-08T23:48:07.500Z 19.914012288322528 51.71567753620535 867236.6543412831
2024-04-08T23:48:07.60000000000582Z 19.923247486947847 51.756996693616294 866814.934747033
2024-04-08T23:48:07.70000000001164Z 19.932507746342118 51.7983523824379 866393.6068718947
2024-04-08T23:48:07.80000000000291Z 19.94179317595226 51.8397446165152 865972.6712978923
2024-04-08T23:48:07.90000000000873Z 19.95110387371631 51.881173412941784 865552.1285840323
2024-04-08T23:48:08.000Z 19.960439950479604 51.92263878601171 865131.9793223555
2024-04-08T23:48:08.10000000000582Z 19.969801513563937 51.96414075072752 864712.2240881869
2024-04-08T23:48:08.20000000001164Z 19.979188670937422 52.00567932214371 864292.8634626889
2024-04-08T23:48:08.30000000000291Z 19.988601535233194 52.04725451381021 863873.8980326637
2024-04-08T23:48:08.40000000000873Z 19.99804020731897 52.088866342395505 863455.3283616605
2024-04-08T23:48:08.500Z 20.00750480097823 52.13051482102273 863037.1550428838
2024-04-08T23:48:08.60000000000582Z 20.016995426953173 52.172199965104795 862619.3786546078
2024-04-08T23:48:08.70000000001164Z 20.026512195860146 52.21392178783863 862201.9997790336
2024-04-08T23:48:08.80000000000291Z 20.036055223628367 52.25568030264922 861785.0190075638
2024-04-08T23:48:08.90000000000873Z 20.045624614452866 52.29747552626755 861368.4369085084
2024-04-08T23:48:09.000Z 20.055220485026673 52.33930747046302 860952.254076031
2024-04-08T23:48:09.10000000000582Z 20.06484294886659 52.381176148765555 860536.4710877972
2024-04-08T23:48:09.20000000001164Z 20.07449212048964 52.423081575814486 860121.0885359306
2024-04-08T23:48:09.30000000000291Z 20.08416811880436 52.46502376367262 859706.1070110606
2024-04-08T23:48:09.40000000000873Z 20.093871050840065 52.50700272736108 859291.5270843598
2024-04-08T23:48:09.500Z 20.103601036953492 52.54901847901952 858877.349349405
2024-04-08T23:48:09.60000000000582Z 20.11335819412877 52.59107103222107 858463.5743953143
2024-04-08T23:48:09.70000000001164Z 20.123142639806478 52.633160399691015 858050.2028065774
2024-04-08T23:48:09.80000000000291Z 20.132954496193513 52.67528659262521 857637.2351853396
2024-04-08T23:48:09.90000000000873Z 20.14279387384788 52.71744962607743 857224.6721003929
2024-04-08T23:48:10.000Z 20.152660896550046 52.75964951167826 856812.5141514931
2024-04-08T23:48:10.10000000000582Z 20.162555684438296 52.801886261413664 856400.7619254224
2024-04-08T23:48:10.20000000001164Z 20.172478358592116 52.84415988802535 855989.4160180822
2024-04-08T23:48:10.30000000000291Z 20.18242904475424 52.886470402178055 855578.4770239494
2024-04-08T23:48:10.40000000000873Z 20.192407856764067 52.92881781788311 855167.9455215522
2024-04-08T23:48:10.500Z 20.202414921857347 52.971202145691244 854757.8221117018
2024-04-08T23:48:10.60000000000582Z 20.212450363943532 53.013623397775625 854348.1073873116
2024-04-08T23:48:10.70000000001164Z 20.222514307243078 53.05608158491351 853938.801938385
2024-04-08T23:48:10.80000000000291Z 20.232606881496118 53.098576718103985 853529.9063708311
2024-04-08T23:48:10.90000000000873Z 20.242728203801548 53.1411088099408 853121.4212606685
2024-04-08T23:48:11.000Z 20.252878405182713 53.1836778705938 852713.3472131637
2024-04-08T23:48:11.10000000000582Z 20.263057613204108 53.2262839115046 852305.6848239298
2024-04-08T23:48:11.20000000001164Z 20.273265955880348 53.26892694307144 851898.4346856965
2024-04-08T23:48:11.30000000000291Z 20.283503566441347 53.31160697483317 851491.5974069951
2024-04-08T23:48:11.40000000000873Z 20.293770565990673 53.35432401953874 851085.1735683632
2024-04-08T23:48:11.500Z 20.304067089184265 53.39707808625325 850679.1637725149
2024-04-08T23:48:11.60000000000582Z 20.31439326719532 53.439869185128096 850273.5686228602
2024-04-08T23:48:11.70000000001164Z 20.324749231955554 53.48269732597311 849868.3887148714
2024-04-08T23:48:11.80000000000291Z 20.335135120586735 53.52556251774749 849463.6246562066
2024-04-08T23:48:11.90000000000873Z 20.34555105805942 53.56846477262984 849059.2770318019
2024-04-08T23:48:12.000Z 20.35599718286914 53.611404098541364 848655.3464504448
2024-04-08T23:48:12.10000000000582Z 20.3664736301169 53.65438050485863 848251.8335079572
2024-04-08T23:48:12.20000000001164Z 20.376980535661776 53.697394000617464 847848.7388125862
2024-04-08T23:48:12.30000000000291Z 20.387518041026652 53.7404445950732 847446.06297121
2024-04-08T23:48:12.40000000000873Z 20.39808627464569 53.783532298184184 847043.8065714003
2024-04-08T23:48:12.500Z 20.408685379212574 53.826657117432816 846641.9702228298
2024-04-08T23:48:12.60000000000582Z 20.419315494011908 53.86981906176621 846240.5545289515
2024-04-08T23:48:12.70000000001164Z 20.429976759174895 53.913018139775666 845839.5600972826
2024-04-08T23:48:12.80000000000291Z 20.440669319850297 53.956254358467575 845438.987533762
2024-04-08T23:48:12.90000000000873Z 20.451393308978997 53.99952772808342 845038.8374353925
2024-04-08T23:48:13.000Z 20.462148873487283 54.04283825528536 844639.110409317
2024-04-08T23:48:13.10000000000582Z 20.472936156863476 54.08618594821154 844239.8070648463
2024-04-08T23:48:13.20000000001164Z 20.48375530312553 54.12957081353736 843840.9280069662
2024-04-08T23:48:13.30000000000291Z 20.49460646254274 54.1729928596176 843442.473852621
2024-04-08T23:48:13.40000000000873Z 20.50548977151814 54.2164520936942 843044.4451911876
2024-04-08T23:48:13.500Z 20.51640538174616 54.25994852268293 842646.842635682
2024-04-08T23:48:13.60000000000582Z 20.527353441214157 54.30348215405981 842249.6668029956
2024-04-08T23:48:13.70000000001164Z 20.538334098253838 54.34705299347795 841852.9182971737
2024-04-08T23:48:13.80000000000291Z 20.549347507318835 54.390661047528766 841456.597735938
2024-04-08T23:48:13.90000000000873Z 20.560393809711883 54.43430632388147 841060.705711269
2024-04-08T23:48:14.000Z 20.57147316152083 54.477988828233485 840665.2428468711
2024-04-08T23:48:14.10000000000582Z 20.582585714847287 54.521708565913535 840270.2097520512
2024-04-08T23:48:14.20000000001164Z 20.59373162342423 54.565465543902654 839875.607035066
2024-04-08T23:48:14.30000000000291Z 20.604911045687153 54.60925976608661 839481.4353192842
2024-04-08T23:48:14.40000000000873Z 20.61612412780223 54.65309124000236 839087.6951991726
2024-04-08T23:48:14.500Z 20.62737103072176 54.69695997083198 838694.3872958261
2024-04-08T23:48:14.60000000000582Z 20.63865191102218 54.7408659622771 838301.5122259306
2024-04-08T23:48:14.70000000001164Z 20.649966927456617 54.78480922117604 837909.0705984444
2024-04-08T23:48:14.80000000000291Z 20.661316243137662 54.82878974994972 837517.0630375082
2024-04-08T23:48:14.90000000000873Z 20.672700009395037 54.87280755636025 837125.490144925
2024-04-08T23:48:15.000Z 20.684118391340682 54.9168626426547 836734.3525391184
2024-04-08T23:48:15.10000000000582Z 20.695571551228394 54.960955013649226 836343.6508391736
2024-04-08T23:48:15.20000000001164Z 20.707059652056444 55.00508467323596 835953.3856596942
2024-04-08T23:48:15.30000000000291Z 20.718582862458263 55.0492516243956 835563.5576254245
2024-04-08T23:48:15.40000000000873Z 20.730141338466794 55.09345587324197 835174.1673388703
2024-04-08T23:48:15.500Z 20.741735250608404 55.137697421817215 834785.2154241111
2024-04-08T23:48:15.60000000000582Z 20.753364766022734 55.18197627345595 834396.7024991886
2024-04-08T23:48:15.70000000001164Z 20.765030053081734 55.226292431865716 834008.629184189
2024-04-08T23:48:15.80000000000291Z 20.776731285541068 55.27064589850191 833620.9961029707
2024-04-08T23:48:15.90000000000873Z 20.788468624398938 55.31503667818525 833233.8038635185
2024-04-08T23:48:16.000Z 20.800242245623647 55.359464772369535 832847.053088885
2024-04-08T23:48:16.10000000000582Z 20.81205232171691 55.40393018342293 832460.7444026653
2024-04-08T23:48:16.20000000001164Z 20.82389902622769 55.44843291372809 832074.8784238547
2024-04-08T23:48:16.30000000000291Z 20.83578253848115 55.49297296413792 831689.4557833712
2024-04-08T23:48:16.40000000000873Z 20.84770302509122 55.53755033906859 831304.4770850255
2024-04-08T23:48:16.500Z 20.859660667160824 55.582165038061426 830919.9429604679
2024-04-08T23:48:16.60000000000582Z 20.871655642991445 55.62681706325301 830535.8540305878
2024-04-08T23:48:16.70000000001164Z 20.88368813168348 55.67150641584259 830152.2109182617
2024-04-08T23:48:16.80000000000291Z 20.895758317959977 55.71623309512878 829769.0142548434
2024-04-08T23:48:16.90000000000873Z 20.907866374157532 55.76099710492225 829386.2646495693
2024-04-08T23:48:17.000Z 20.92001248716259 55.80579844374122 829003.9627330378
2024-04-08T23:48:17.10000000000582Z 20.932196840982776 55.850637112726474 828622.109129822
2024-04-08T23:48:17.20000000001164Z 20.944419620511805 55.89551311206453 828240.7044664939
2024-04-08T23:48:17.30000000000291Z 20.956681016396736 55.94042644001634 827859.749373366
2024-04-08T23:48:17.40000000000873Z 20.968981206601388 55.98537709901796 827479.2444617205
2024-04-08T23:48:17.500Z 20.981320384259103 56.0303650873043 827099.1903690044
2024-04-08T23:48:17.60000000000582Z 20.993698739183507 56.07539040441117 826719.5877203075
2024-04-08T23:48:17.70000000001164Z 21.006116462438367 56.120453049864814 826340.437139466
2024-04-08T23:48:17.80000000000291Z 21.01857375075425 56.16555302087803 825961.7392635376
2024-04-08T23:48:17.90000000000873Z 21.031070787932187 56.210690318284634 825583.4947042714
2024-04-08T23:48:18.000Z 21.043607773435923 56.25586493943497 825205.7040995981
2024-04-08T23:48:18.10000000000582Z 21.056184903473103 56.30107688338491 824828.3680765241
2024-04-08T23:48:18.20000000001164Z 21.068802375257636 56.34632614821272 824451.4872640785
2024-04-08T23:48:18.30000000000291Z 21.081460391811802 56.39161272985951 824075.0622997154
2024-04-08T23:48:18.40000000000873Z 21.094159143464058 56.436936628664775 823699.0937987565
2024-04-08T23:48:18.500Z 21.10689883581299 56.48229784013525 823323.5823978252
2024-04-08T23:48:18.60000000000582Z 21.119679671901814 56.527696362992785 822948.528729142
2024-04-08T23:48:18.70000000001164Z 21.132501854908934 56.573132192897354 822573.9334219712
2024-04-08T23:48:18.80000000000291Z 21.145365595162644 56.61860532639289 822199.7971156827
2024-04-08T23:48:18.90000000000873Z 21.158271089079122 56.664115761386284 821826.120424476
2024-04-08T23:48:19.000Z 21.171218549594027 56.70966349399641 821452.9039930331
2024-04-08T23:48:19.10000000000582Z 21.184208185634553 56.75524851953582 821080.1484507173
2024-04-08T23:48:19.20000000001164Z 21.197240207955264 56.80087083444459 820707.8544303252
2024-04-08T23:48:19.30000000000291Z 21.210314833245423 56.84653043279928 820336.0225729822
2024-04-08T23:48:19.40000000000873Z 21.223432265071533 56.892227312354514 819964.6534962644
2024-04-08T23:48:19.500Z 21.236592723265538 56.9379614674907 819593.7478436371
2024-04-08T23:48:19.60000000000582Z 21.249796423715715 56.98373289238518 819223.3062462044
2024-04-08T23:48:19.70000000001164Z 21.26304358464226 57.02954158329289 818853.3293431976
2024-04-08T23:48:19.80000000000291Z 21.276334429434012 57.07538753177005 818483.8177728908
2024-04-08T23:48:19.90000000000873Z 21.28966916877787 57.12127073442368 818114.7721577714
2024-04-08T23:48:20.000Z 21.303048030597168 57.16719118659235 817746.193138287
2024-04-08T23:48:20.10000000000582Z 21.316471237097808 57.213148878564716 817378.0813551183
2024-04-08T23:48:20.20000000001164Z 21.329939014197304 57.25914380619262 817010.437439901
2024-04-08T23:48:20.30000000000291Z 21.343451593264955 57.30517596119261 816643.2620402925
2024-04-08T23:48:20.40000000000873Z 21.357009192115296 57.351245338222455 816276.5557758737
2024-04-08T23:48:20.500Z 21.370612045680158 57.39735192966808 815910.3192903999
2024-04-08T23:48:20.60000000000582Z 21.384260384907115 57.44349572772024 815544.5532244954
2024-04-08T23:48:20.70000000001164Z 21.39795444240848 57.489676724305696 815179.2582161656
2024-04-08T23:48:20.80000000000291Z 21.41169445793017 57.53589491126637 814814.4349085507
2024-04-08T23:48:20.90000000000873Z 21.425480657135413 57.582150282450336 814450.0839289711
2024-04-08T23:48:21.000Z 21.43931328243885 57.628442827842676 814086.2059197045
2024-04-08T23:48:21.10000000000582Z 21.45319257318877 57.674772539361896 813722.8015214852
2024-04-08T23:48:21.20000000001164Z 21.467118769995007 57.72113940769928 813359.8713753738
2024-04-08T23:48:21.30000000000291Z 21.481092120393456 57.76754342267545 812997.4161259858
2024-04-08T23:48:21.40000000000873Z 21.495112858539066 57.81398457766072 812635.436400827
2024-04-08T23:48:21.500Z 21.509181234589747 57.86046286021194 812273.9328466691
